kind,index,duration_ns
frame_gap,0,12435741
frame_gap,1,12514264
frame_gap,2,12463625
frame_gap,3,12534716
frame_gap,4,12510999
frame_gap,5,12491397
frame_gap,6,12502434
frame_gap,7,12522835
frame_gap,8,12437269
frame_gap,9,12532608
frame_gap,10,12461201
frame_gap,11,12499962
frame_gap,12,12493702
frame_gap,13,12550485
frame_gap,14,12447059
frame_gap,15,12546594
frame_gap,16,12595067
frame_gap,17,12403582
frame_gap,18,12463956
frame_gap,19,12539859
frame_gap,20,12452857
frame_gap,21,12548309
frame_gap,22,12455630
frame_gap,23,12554307
frame_gap,24,12541282
frame_gap,25,12449700
frame_gap,26,12502067
frame_gap,27,12505711
frame_gap,28,12445584
frame_gap,29,12554859
frame_gap,30,12466109
frame_gap,31,12537486
frame_gap,32,12490948
frame_gap,33,12498451
frame_gap,34,12451186
frame_gap,35,12553610
frame_gap,36,12498928
frame_gap,37,12576755
frame_gap,38,12371283
frame_gap,39,12552180
frame_gap,40,12452618
frame_gap,41,12546874
frame_gap,42,12453040
frame_gap,43,12548459
frame_gap,44,12451940
frame_gap,45,12556534
frame_gap,46,12461371
frame_gap,47,12527495
frame_gap,48,12452964
frame_gap,49,12548246
frame_gap,50,12533193
frame_gap,51,12477561
frame_gap,52,12450702
frame_gap,53,12497480
frame_gap,54,12492505
frame_gap,55,12549299
frame_gap,56,12451607
frame_gap,57,12544907
frame_gap,58,12455121
frame_gap,59,12550981
frame_gap,60,12452763
frame_gap,61,12577264
frame_gap,62,12421385
frame_gap,63,12563640
frame_gap,64,12445003
frame_gap,65,12537313
frame_gap,66,12451234
frame_gap,67,12553870
frame_gap,68,12515068
frame_gap,69,12483499
frame_gap,70,12454923
frame_gap,71,12549925
frame_gap,72,12445116
frame_gap,73,12555302
frame_gap,74,12445798
frame_gap,75,12550176
frame_gap,76,12448500
frame_gap,77,12560797
frame_gap,78,12444364
frame_gap,79,12553222
frame_gap,80,12501148
frame_gap,81,12505412
frame_gap,82,12461727
frame_gap,83,12540535
frame_gap,84,12449536
frame_gap,85,12560945
frame_gap,86,12764120
frame_gap,87,12240419
frame_gap,88,12454935
frame_gap,89,12501985
frame_gap,90,12482500
frame_gap,91,12512418
frame_gap,92,12494047
frame_gap,93,12501757
frame_gap,94,12532604
frame_gap,95,12454763
frame_gap,96,12503041
frame_gap,97,12562705
frame_gap,98,12451076
frame_gap,99,12559122
frame_gap,100,12427197
frame_gap,101,12502178
frame_gap,102,12501531
frame_gap,103,12693233
frame_gap,104,12343805
frame_gap,105,12523445
frame_gap,106,14077968
frame_gap,107,10912634
frame_gap,108,12466184
frame_gap,109,12556641
frame_gap,110,12438823
frame_gap,111,12537219
frame_gap,112,12462980
frame_gap,113,12539029
frame_gap,114,12443498
frame_gap,115,12585791
frame_gap,116,12419048
frame_gap,117,12556831
frame_gap,118,12445548
frame_gap,119,12498320
frame_gap,120,12495171
frame_gap,121,12555465
frame_gap,122,12442767
frame_gap,123,12584967
frame_gap,124,12437456
frame_gap,125,12544997
frame_gap,126,12485184
frame_gap,127,12462847
frame_gap,128,12539889
frame_gap,129,12496324
frame_gap,130,12450986
frame_gap,131,12498222
frame_gap,132,12500789
frame_gap,133,12544827
frame_gap,134,12453217
frame_gap,135,12548430
frame_gap,136,12448672
frame_gap,137,12550281
frame_gap,138,12454504
frame_gap,139,12559339
frame_gap,140,12439474
frame_gap,141,12565661
frame_gap,142,12435019
frame_gap,143,12552517
frame_gap,144,12445212
frame_gap,145,12549414
frame_gap,146,12534443
frame_gap,147,12471437
frame_gap,148,12442416
frame_gap,149,12551214
frame_gap,150,12471588
frame_gap,151,12591273
frame_gap,152,12391786
frame_gap,153,12605308
frame_gap,154,12434623
frame_gap,155,12625044
frame_gap,156,12373857
frame_gap,157,12636250
frame_gap,158,12371722
frame_gap,159,12578465
frame_gap,160,12428402
frame_gap,161,12599900
frame_gap,162,12406994
frame_gap,163,12561311
frame_gap,164,12372703
frame_gap,165,12655545
frame_gap,166,12348242
frame_gap,167,12537052
frame_gap,168,12507494
frame_gap,169,12506042
frame_gap,170,12452819
frame_gap,171,12548896
frame_gap,172,12536950
